#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-15T13:04:41 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-15T13:04:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/625/A14/table5&-source=J/A+A/625/A14/table5&-out=SourceId&-out=RA_ICRS&-out=DE_ICRS&-out=o_Gmag&-out=o_GBPmag&-out=o_GRPmag&-out=Per&-out=Gmag&-out=GBPmag&-out=GRPmag&-out=Plx&-out=e_Plx&-out=E(BP/RP)&-out=epsi&-out=Signiepsi&-out=RUWE&-out=Class&-out=New&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36250014
#Name: J/A+A/625/A14
#Title: Reclassification of Cepheids in the Gaia DR2 (Ripepi+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	creator=Ripepi V.	    First author or institution
#INFO	cites=bibcode:2019A&A...625A..14R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/625/A14	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36250014	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-02-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_625_A14_table5:
#Name: J/A+A/625/A14/table5
#Title: Reclassification of the Cepheids in Gaia DR2
#Column	SourceId	(I19)	Gaia DR2 source identification	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F9.5)	Right ascension (ICRS) at epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS) at epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	o_Gmag	(I3)	Number of epochs in G	[ucd=meta.number]
#Column	o_GBPmag	(I3)	Number of epochs in GBP	[ucd=meta.number]
#Column	o_GRPmag	(I3)	Number of epochs in GRP	[ucd=meta.number]
#Column	Per	(F11.6)	Period	[ucd=time.period]
#Column	Gmag	(F6.3)	Intensity averaged magnitudes in G	[ucd=phot.mag;em.opt]
#Column	GBPmag	(F6.3)	Intensity averaged magnitudes in GBP	[ucd=phot.mag;em.opt.B]
#Column	GRPmag	(F6.3)	Intensity averaged magnitudes in GRP	[ucd=phot.mag;em.opt.R]
#Column	Plx	(F7.3)	Parallax	[ucd=pos.parallax]
#Column	e_Plx	(F6.3)	Error on parallax	[ucd=stat.error;pos.parallax]
#Column	E(BP/RP)	(F6.3)	Excess of flux in the BP and RP integrated photometry with respect to the G band	[ucd=phot.flux;arith.ratio]
#Column	epsi	(F6.3)	Excess noise of the source	[ucd=stat.fit.param]
#Column	Signiepsi	(F8.3)	Significance of epsi	[ucd=stat.fit.goodness]
#Column	RUWE	(F6.3)	Renormalised unit weight error	[ucd=phys.atmol.weight]
#Column	Class	(a13)	Variability classification from from present work	[ucd=meta.code;src.var]
#Column	New	(A1)	[N] Flag "N" to denote a cepheid not known in the literature	[ucd=meta.code]
SourceId;RA_ICRS;DE_ICRS;o_Gmag;o_GBPmag;o_GRPmag;Per;Gmag;GBPmag;GRPmag;Plx;e_Plx;E(BP/RP);epsi;Signiepsi;RUWE;Class;New
1960981328902089088;330.10480;+43.44535; 40; 39; 40;   5.331660; 8.570; 9.133; 7.900;  0.509; 0.031; 1.246; 0.000;   0.000; 1.213;DCEP_F       ;
5338215200143652992;163.78784;-60.54772; 32; 30; 30;   5.336710;11.444;12.269;10.561;  0.196; 0.026; 1.322; 0.000;   0.000; 0.947;DCEP_F       ;
5255220656517219840;156.71194;-59.66953; 29; 28; 28;   5.346320; 9.029; 9.645; 8.311;  0.263; 0.029; 1.316; 0.000;   0.000; 1.024;DCEP_F       ;
2114084062458197504;272.30802;+43.54646; 29; 27; 27;   5.350140;16.552;17.179;15.799;  0.240; 0.050; 1.285; 0.239;   2.657; 1.160;OTHER        ;
 458239995077788544;038.63042;+58.83162; 24; 24; 23;   5.365110;10.463;11.493; 9.512;  0.366; 0.035; 1.342; 0.000;   0.000; 1.053;DCEP_F       ;
5255969423941124736;149.75287;-61.60244; 27; 23; 25;   5.368160;17.899;18.448;16.965; -0.123; 0.151; 1.467; 0.930;   9.389; 1.413;---          ;
4190143160245024256;298.08750;-11.36692; 30; 28; 29;   5.376680; 7.537; 8.034; 6.925;  0.738; 0.052; 1.211; 0.000;   0.000; 0.998;DCEP_F       ;
5991001983715638272;241.28489;-45.91010; 45; 34; 34;   5.397950;16.147;17.005;15.148;  0.524; 0.063; 1.429; 0.000;   0.000; 0.988;OTHER        ;
4248115048263629184;299.03359;+04.21069; 28; 25; 25;   5.402240;14.562;14.945;14.004;  0.180; 0.043; 1.232; 0.000;   0.000; 0.916;OTHER        ;
5884100904912624128;237.95332;-56.36418; 44; 45; 43;   5.404160;11.110;11.979;10.179;  0.500; 0.050; 1.312; 0.000;   1.302; 1.083;OTHER        ;
5265055547511887488;093.22642;-73.73222; 31; 29; 29;   5.408500;16.303;16.566;15.771;  0.025; 0.044; 1.314; 0.000;   0.000; 1.038;WVIR         ;
2010285491880986112;346.79198;+58.55419; 30; 28; 30;   5.440900; 9.280; 9.960; 8.508;  0.413; 0.032; 1.266; 0.000;   0.000; 0.923;DCEP_F       ;
2004036486267748352;342.26323;+56.42820; 27; 26; 28;   5.445650; 8.086; 8.634; 7.410;  0.496; 0.038; 1.235; 0.000;   0.000; 0.904;DCEP_1O      ;
3920940863597900032;182.93457;+14.33946; 35; 31; 31;   5.450980;14.210;14.866;13.417;  0.885; 0.031; 1.278; 0.000;   0.000; 0.952;OTHER        ;
5987770454656124672;237.50517;-46.54973; 33; 29; 29;   5.456830;13.647;14.416;12.797;  1.188; 0.025; 1.295; 0.000;   0.000; 1.010;OTHER        ;
4481196291983931392;272.98209;+07.97037; 17; 15; 16;   5.460450;16.070;16.993;15.090;  0.531; 0.054; 1.352; 0.131;   0.901; 1.108;OTHER        ;
5547742052903182080;122.60782;-32.52136; 34; 33; 32;   5.464600;10.991;11.723;10.180;  0.208; 0.026; 1.318; 0.000;   0.000; 1.016;DCEP_F       ;
5312211543950752128;142.56597;-53.05868; 28; 27; 22;   5.483940;11.186;12.091;10.249;  0.210; 0.034; 1.364; 0.000;   0.000; 0.951;DCEP_F       ;
5840058798377003776;197.77049;-73.43245; 37; 28; 30;   5.490620;16.974;17.885;16.028;  0.308; 0.063; 1.331; 0.000;   0.000; 0.969;OTHER        ;
5338131529834231680;164.77043;-60.27884; 36; 32; 35;   5.494570;11.646;12.458;10.762;  0.213; 0.027; 1.272; 0.000;   0.000; 0.968;DCEP_F       ;
5891675303053080704;218.13779;-56.88775; 27; 27; 27;   5.494570; 6.552; 7.110; 5.927;  1.340; 0.045; 1.219; 0.000;   0.000; 1.058;DCEP_F       ;
 523887951723531648;011.62454;+63.54327; 37; 33; 35;   5.512730;11.166;12.210;10.180;  0.340; 0.035; 1.347; 0.069;   1.957; 1.077;DCEP_F       ;
5715183929918131968;115.47870;-21.13306; 34; 28; 28;   5.516150;10.269;10.824; 9.606;  0.127; 0.034; 1.233; 0.000;   0.000; 1.026;DCEP_F       ;
6000027604110627840;229.47664;-45.68515; 38; 34; 32;   5.523790;17.325;18.083;16.438;  0.025; 0.106; 1.343; 0.000;   0.000; 0.970;---          ;
 459035766618689280;036.89776;+58.91715; 30; 27; 28;   5.530700;10.369;11.468; 9.365;  0.394; 0.035; 1.339; 0.000;   0.000; 1.001;DCEP_F       ;
1013346788454541312;132.36164;+45.51352; 59; 59; 57;   5.534130;14.195;14.873;13.395;  0.905; 0.032; 1.283; 0.000;   0.000; 1.073;OTHER        ;
5253795384546671104;158.01837;-61.78262; 35; 32; 30;   5.542250; 8.695; 9.183; 8.094; -1.125; 0.171;99.999; 0.971; 166.519; 3.712;DCEP_F       ;
4103989346187406464;276.80604;-15.11799; 18; 17; 15;   5.546930;10.069;10.940; 9.179;  0.429; 0.053; 1.305; 0.000;   0.000; 0.992;DCEP_F       ;
2950975929193648128;099.88981;-13.45473; 22; 20; 19;   5.553130;12.299;13.020;11.472;  1.511; 0.054; 1.291; 0.000;   0.000; 1.108;OTHER        ;
5865415426312734976;205.79549;-62.93339; 42; 41; 38;   5.560060;15.025;15.769;14.165;  0.656; 0.036; 1.298; 0.000;   0.000; 0.992;OTHER        ;
5539107450645759232;118.43778;-36.97038; 32; 29; 29;   5.564080;10.589;11.466; 9.746;  0.258; 0.025; 1.280; 0.000;   0.000; 1.002;DCEP_F       ;
2045359534871088384;294.54825;+32.48955; 28; 24; 25;   5.571480;10.453;10.953; 9.823;  0.048; 0.030; 1.217; 0.000;   0.000; 0.997;DCEP_1O      ;
5254512193075687168;158.63079;-59.80854; 30; 26; 28;   5.573320;11.839;12.937;10.785;  0.212; 0.026; 1.433; 0.000;   0.000; 0.951;DCEP_F       ;
5525918495131126912;126.02410;-44.85228; 32; 31; 31;   5.592100;13.082;14.241;12.020;  0.025; 0.029; 1.412; 0.128;   5.321; 1.108;DCEP_F       ;
2032565033460518528;293.18384;+29.90536; 29; 26; 27;   5.597070;16.417;17.106;15.598;  0.220; 0.053; 1.293; 0.094;   0.460; 1.078;OTHER        ;
 506602976101284736;026.76131;+59.60626; 74; 74; 72;   5.604120;13.192;13.921;12.350;  0.015; 0.022; 1.312; 0.000;   0.000; 1.169;DCEP_F       ;
2039307337513816448;287.46529;+29.65891; 27; 26; 28;   5.605430;17.527;18.142;16.714;  0.044; 0.092; 1.326; 0.000;   0.000; 1.015;OTHER        ;
 654503129867566080;118.54455;+14.30792; 33; 32; 31;   5.610150;13.609;14.203;12.886;  0.713; 0.028; 1.275; 0.000;   0.000; 1.008;OTHER        ;
4154536747505387648;275.61278;-10.12477; 13; 12; 13;   3.385490; 9.316;10.170; 8.520;  0.490; 0.052; 1.303; 0.000;   0.000; 0.820;DCEP_MULTI   ;
6441587552494602752;290.92800;-63.60020; 29; 25; 26;   5.614310;16.642;17.198;15.961;  0.109; 0.073; 1.288; 0.115;   0.556; 1.049;OTHER        ;
5338222621848147584;163.77738;-60.43725; 31; 29; 30;   5.617320;16.239;16.973;15.338;  0.351; 0.048; 1.353; 0.000;   0.000; 0.959;OTHER        ;
2641587994382309632;357.71302;-01.15645; 32; 32; 33;   5.621190;11.392;11.917;10.717;  2.565; 0.048; 1.250; 0.000;   0.000; 1.045;OTHER        ;
5868451040512196224;202.88916;-61.58237; 38; 41; 33;   5.622830; 6.391; 6.829; 5.827;  0.484; 0.154; 1.211; 0.873; 311.117; 4.428;DCEP_1O      ;
5283779135317992448;098.37366;-65.99373;114;108;103;   5.637020;15.666;16.062;15.108; -0.053; 0.030; 1.222; 0.000;   0.000; 1.067;DCEP_F       ;
6632023829717219200;283.71340;-61.12700; 28; 25; 26;   5.649340;16.545;17.174;15.774;  0.272; 0.081; 1.282; 0.031;   0.043; 1.044;OTHER        ;
2005753545481718912;331.89771;+55.36274; 38; 32; 33;   5.658120;12.183;13.110;11.216;  0.139; 0.033; 1.369; 0.000;   0.000; 1.037;DCEP_F       ;
2924873145192577664;098.06114;-23.16312; 49; 48; 47;   5.658120;14.365;14.959;13.630;  0.544; 0.023; 1.269; 0.000;   0.000; 0.937;OTHER        ;
5242185808733501696;162.09637;-60.65394; 32; 26; 26;   5.664180;12.158;12.993;11.260;  0.100; 0.031; 1.340; 0.000;   0.000; 1.079;DCEP_F       ;
2015622212085282048;354.86371;+62.37214; 28; 27; 28;   5.666170;11.060;12.005;10.123;  0.229; 0.038; 1.398; 0.000;   0.709; 1.051;DCEP_F       ;
2202863166783787520;330.67041;+59.45248; 33; 32; 30;   5.688390;13.104;14.145;12.101;  0.105; 0.021; 1.384; 0.098;   2.698; 1.082;DCEP_F       ;
5506374096132016512;114.57584;-48.60141; 20; 23; 21;   5.692960; 5.436; 5.847; 4.962;  1.261; 0.064; 1.174; 0.357;  57.447; 1.133;DCEP_1O      ;
5261561063335550208;095.02971;-75.36110; 21; 20; 19;   5.700350;15.259;15.650;14.690; -0.035; 0.034; 1.222; 0.000;   0.000; 0.958;DCEP_F       ;
4189677242194407808;297.70493;-11.96112; 46; 38; 39;   5.713780;18.189;18.942;17.281; -0.112; 0.188; 1.375; 0.000;   0.000; 0.966;WVIR         ;
3345952009471468288;092.21281;+15.74196; 16; 12; 14;   5.717550;12.190;12.626;11.617;  0.298; 0.037; 1.248; 0.000;   0.000; 1.022;OTHER        ;
5337634589276921856;167.68575;-60.75027; 37; 32; 34;   5.725480; 8.825; 9.393; 8.133;  0.355; 0.029; 1.242; 0.000;   0.000; 0.956;DCEP_1O      ;
2931247014102560000;108.29864;-18.73074; 25; 19; 23;   5.728610;10.600;11.393; 9.752;  0.277; 0.037; 1.268; 0.000;   0.000; 1.289;DCEP_F       ;
5968379570695649408;251.55031;-40.67939; 25; 24; 25;   5.737830;14.551;15.369;13.623;  0.806; 0.040; 1.334; 0.000;   0.000; 1.068;OTHER        ;
 425884284148266880;014.67791;+58.55415; 56; 44; 49;   5.754850;17.881;18.882;16.864;  0.250; 0.127; 1.384; 0.341;   1.696; 1.037;OTHER        ;
1968372795825740160;316.99540;+39.72494; 34; 32; 32;   5.766190;16.241;17.111;15.306;  0.274; 0.042; 1.358; 0.086;   0.518; 1.032;OTHER        ;
2034428980559814400;299.89044;+33.74604; 33; 32; 33;   5.782900;11.052;11.990;10.122;  0.212; 0.026; 1.366; 0.000;   0.964; 1.126;DCEP_F       ;
1909176567246861440;337.85570;+40.02568; 63; 59; 59;   5.787730;15.407;16.168;14.524;  0.571; 0.038; 1.319; 0.000;   0.000; 1.013;OTHER        ;
5443039958626646400;160.13598;-36.97446; 74; 69; 68;   5.796020;13.506;14.164;12.717;  0.897; 0.020; 1.272; 0.000;   0.000; 1.079;OTHER        ;
5600471160241231616;118.49014;-28.36762; 38; 38; 38;   5.800470;12.610;13.414;11.732;  0.079; 0.027; 1.301; 0.000;   0.000; 1.063;DCEP_F       ;
 422226488141991296;003.61766;+56.25293; 43; 38; 40;   5.809010; 8.783; 9.371; 8.082;  0.359; 0.033; 1.274; 0.000;   0.000; 0.902;DCEP_F       ;
5911862886266844160;267.20622;-60.44805; 44; 38; 40;   5.810620;17.044;17.755;16.211;  0.298; 0.085; 1.309; 0.000;   0.000; 0.920;OTHER        ;
5613165915335320192;111.16913;-26.18849; 42; 41; 41;   5.815850;11.447;12.327;10.536;  0.213; 0.027; 1.347; 0.000;   0.000; 1.048;DCEP_F       ;
1844096508359673088;312.27460;+26.20540; 27; 21; 25;   5.833780;15.589;16.286;14.770;  0.377; 0.045; 1.295; 0.000;   0.000; 1.098;OTHER        ;
2181818892183094272;306.96165;+52.91661; 33; 31; 28;   5.857300;15.361;16.046;14.563;  0.338; 0.022; 1.279; 0.000;   0.000; 1.106;OTHER        ;
5327836325732931840;131.23286;-50.56002; 23; 22; 21;   5.859350; 9.205; 9.959; 8.388;  0.407; 0.029; 1.318; 0.000;   0.000; 0.997;DCEP_F       ;
2031509807205895296;294.22152;+28.91401; 30; 26; 26;   5.860030;17.727;18.585;16.761;  0.110; 0.110; 1.419; 0.239;   0.865; 1.045;OTHER        ;
5595072420703114624;116.96477;-32.17133; 33; 30; 30;   5.863870;13.125;14.076;12.156;  0.053; 0.021; 1.356; 0.067;   1.440; 1.084;DCEP_F       ;
5345604605440263936;173.37531;-52.54735; 42; 39; 41;   5.878540;14.128;14.884;13.271;  0.736; 0.022; 1.309; 0.000;   0.000; 0.991;OTHER        ;
5777358323162450944;249.37931;-78.28217; 35; 32; 32;   5.881920;14.473;15.103;13.642;  0.647; 0.019; 1.273; 0.000;   0.000; 1.096;OTHER        ;
5544213926244557184;120.20160;-37.82794; 28; 27; 26;   5.884760;10.634;11.529; 9.710;  0.310; 0.032; 1.318; 0.000;   0.000; 0.933;DCEP_F       ;N
5436296928693979392;143.46188;-36.61574; 45; 43; 43;   5.898390; 9.115; 9.520; 8.578;  0.292; 0.029; 1.234; 0.000;   0.000; 0.877;DCEP_F       ;
 467560314629168640;041.46454;+63.30457; 58; 56; 57;   5.904660;11.963;12.781;11.078;  0.077; 0.026; 1.361; 0.000;   0.000; 1.071;DCEP_F       ;
5308893149150949248;145.29272;-53.81604; 41; 39; 38;   5.904820;11.103;11.976;10.185;  0.165; 0.030; 1.370; 0.000;   0.000; 1.029;DCEP_F       ;
4743636248509810944;032.53325;-54.51108; 46; 42; 42;   5.913970; 9.709;10.329; 8.987;  4.900; 0.023; 1.238; 0.000;   0.000; 1.262;OTHER        ;
2055014277739104896;303.09511;+32.87160; 31; 26; 26;   5.955900; 8.914; 9.756; 8.018;  0.697; 0.039; 1.347; 0.000;   0.000; 1.072;DCEP_F       ;
5927687916632523264;250.53743;-57.31247; 26; 25; 24;   5.957300;12.820;13.380;12.115;  0.001; 0.037; 1.248; 0.000;   0.000; 0.940;DCEP_F       ;
5581019012825860096;099.55511;-35.11734; 30; 29; 27;   5.963790;14.894;15.569;14.101;  0.484; 0.024; 1.281; 0.000;   0.000; 0.908;OTHER        ;
5544001136384668288;121.32198;-37.58019; 28; 24; 24;   6.021340;13.522;14.496;12.512;  0.056; 0.021; 1.363; 0.073;   1.304; 1.111;DCEP_F       ;
3029525447899149696;116.13258;-14.85010; 30; 26; 26;   6.027700;14.580;15.219;13.829;  0.477; 0.025; 1.263; 0.000;   0.000; 0.957;OTHER        ;
4549519051176647808;265.46418;+16.83172; 43; 35; 35;   6.058690;14.412;14.796;13.847;  0.154; 0.023; 1.230; 0.000;   0.000; 0.992;OTHER        ;
 241901255424872448;051.80853;+45.36073; 40; 39; 37;   6.059880;16.008;16.848;15.114;  0.277; 0.052; 1.324; 0.127;   1.350; 1.107;OTHER        ;
5940955031917319040;250.32861;-48.74197; 40; 28; 32;   6.082530;12.783;13.120;12.185;  0.874; 0.052; 1.264; 0.000;   0.000; 0.888;OTHER        ;
3147996421339931136;121.10427;+11.73331; 32; 34; 33;   6.088770;16.078;16.691;15.377;  0.289; 0.079; 1.248; 0.000;   0.000; 0.922;OTHER        ;
4092905375639902464;277.97221;-19.12510; 18; 17; 16;   6.745220; 6.354; 7.015; 5.625;  1.460; 0.045; 1.212; 0.000;   0.000; 1.031;DCEP_F       ;
1808020329279916288;300.29090;+15.80350; 39; 35; 35;   6.108200; 9.898;10.438; 9.255;  0.228; 0.036; 1.220; 0.000;   0.000; 0.938;DCEP_F       ;
4312361436842603520;287.31663;+10.55247; 18; 17; 15;   6.114230; 7.655; 8.436; 6.839;  0.930; 0.057; 1.213; 0.000;   0.000; 1.229;DCEP_F       ;
6053428684887800320;185.88240;-64.47089; 36; 33; 33;   6.121210;11.323;12.289;10.354;  0.249; 0.031; 1.351; 0.000;   0.000; 1.049;DCEP_F       ;
1734124248699204096;312.55290;+03.65229; 53; 50; 51;   6.164460; 8.971; 9.363; 8.453;  0.978; 0.040; 1.247; 0.000;   0.000; 1.160;WVIR         ;
4303770918113986304;299.38759;+11.04366; 31; 27; 28;   6.179260; 9.718;10.215; 9.104;  0.300; 0.043; 1.220; 0.000;   0.000; 1.124;DCEP_F       ;
4093976334264606976;273.85944;-20.62955; 16; 16; 14;   6.179450;10.191;11.068; 9.250;  0.433; 0.062; 1.324; 0.000;   0.000; 0.951;DCEP_F       ;
6002197765178985600;231.94937;-42.92939; 54; 47; 47;   6.188640;14.426;15.140;13.613;  0.704; 0.029; 1.289; 0.000;   0.000; 1.001;OTHER        ;
5932812431123862016;241.29147;-53.91943; 53; 49; 47;   6.199330; 9.485;10.296; 8.637;  0.421; 0.046; 1.262; 0.000;   0.000; 1.001;DCEP_F       ;
 506581226385580288;027.77925;+59.88821; 76; 76; 77;   6.206270;10.302;11.015; 9.503;  0.335; 0.042; 1.266; 0.000;   0.727; 1.330;DCEP_F       ;
5376245967271638784;169.92422;-45.97215; 61; 58; 57;   6.207730;12.062;12.708;11.273;  1.614; 0.028; 1.288; 0.000;   0.000; 1.170;OTHER        ;
2061168587910077056;306.12882;+38.94885; 31; 31; 30;   6.216510;15.268;16.241;14.262;  0.982; 0.030; 1.367; 0.018;   0.042; 1.027;OTHER        ;
6059764002146656128;191.59278;-59.12473; 43; 41; 42;   6.220400; 8.068; 8.645; 7.383;  0.524; 0.046; 1.248; 0.000;   0.000; 0.978;DCEP_F       ;
2059598687167348352;299.44206;+35.63605; 28; 25; 25;   6.225430;12.680;13.693;11.689;  0.104; 0.027; 1.355; 0.000;   0.000; 0.878;DCEP_F       ;
2008504454839717120;341.60318;+59.44219; 31; 27; 29;   6.233970; 9.001; 9.921; 8.076;  0.679; 0.030; 1.321; 0.000;   0.000; 1.072;DCEP_F       ;
5339878039670956032;169.35066;-57.68659; 35; 33; 34;   6.238150;15.691;16.338;14.894;  0.341; 0.036; 1.292; 0.000;   0.000; 0.977;OTHER        ;
 430670222050230912;009.18544;+62.27424; 41; 37; 39;   6.240220;11.735;12.724;10.753;  0.260; 0.028; 1.367; 0.000;   0.000; 0.955;DCEP_F       ;
2849862812674440448;002.43035;+24.85958; 38; 37; 35;   6.248270;16.479;17.039;15.745;  0.143; 0.064; 1.277; 0.000;   0.000; 0.974;OTHER        ;
5964232728179659520;252.90493;-44.96267; 24; 22; 21;  12.511410;11.122;11.577;10.506;  0.589; 0.055; 1.256; 0.096;   3.552; 1.338;OTHER        ;
 525136962570940160;018.75456;+65.59940; 35; 27; 27;   6.272790;10.233;11.242; 9.284;  0.374; 0.028; 1.330; 0.000;   0.000; 1.024;DCEP_F       ;
1456057723674075520;204.37480;+30.34122; 43; 46; 46;   6.286490;12.614;13.193;11.879;  1.528; 0.031; 1.271; 0.000;   0.000; 1.061;OTHER        ;
6654300313254061312;279.39625;-52.79526; 19; 16; 16; 105.456000;12.334;13.264;11.417;  0.074; 0.038; 1.348; 0.000;   0.000; 1.037;RVTAU        ;
2015820463470505600;354.31691;+62.42899; 28; 28; 28;   6.296640; 9.240;10.224; 8.282;  0.588; 0.032; 1.346; 0.000;   0.000; 1.089;DCEP_F       ;
4512950187838606464;286.51934;+15.74941; 33; 31; 30;   6.300240;14.612;15.493;13.672;  0.018; 0.031; 1.342; 0.000;   0.000; 0.973;DCEP_F       ;N
5823134325151372032;240.29463;-63.77655; 32; 36; 33;   6.316630; 6.222; 6.594; 5.632;  1.075; 0.030; 1.130; 0.000;   0.000; 0.922;DCEP_F       ;
2027263738130844288;299.36918;+26.55645; 39; 39; 38;   6.320590; 8.229; 9.142; 7.296;  0.841; 0.039; 3.079; 0.000;   0.000; 1.178;DCEP_F       ;
1994462866719961216;354.40810;+54.84718; 36; 36; 34;   6.336470; 9.034; 9.720; 8.262;  0.387; 0.040; 1.256; 0.000;   0.000; 1.024;DCEP_F       ;
 189015433323753472;078.71605;+40.39547; 28; 28; 25;   6.349680;16.374;17.261;15.419;  0.340; 0.071; 1.377; 0.000;   0.000; 1.007;OTHER        ;
 820324326742658560;148.37634;+44.28359; 29; 27; 23;   6.366570;13.572;14.141;12.857;  1.042; 0.028; 1.260; 0.000;   0.000; 0.984;OTHER        ;
 360698397264777600;010.22611;+31.73036; 22; 19; 19;   6.373110;14.437;15.066;13.643;  0.747; 0.032; 1.280; 0.000;   0.000; 0.995;WVIR         ;
6391809774888200192;340.38470;-67.37994; 33; 30; 30;   6.393070;12.809;13.443;12.023;  1.782; 0.022; 1.260; 0.000;   0.000; 1.084;OTHER        ;
5339149677605627264;169.58945;-59.23796; 32; 27; 29;   6.394270;12.567;13.314;11.720;  0.046; 0.027; 1.293; 0.000;   0.000; 1.114;DCEP_F       ;N
6057514092119497472;183.24857;-62.09682; 26; 23; 24;   6.397260;10.471;11.361; 9.601;  0.291; 0.038; 1.342; 0.000;   0.000; 1.041;DCEP_F       ;
3001414478927472768;095.56727;-10.83144; 14; 12; 13;   8.155540;12.399;13.372;11.446;  1.012; 0.050; 1.348; 0.000;   0.000; 1.098;CEP          ;
2006989121667184384;340.36050;+56.43277; 32; 29; 29;   6.418960; 8.546; 9.093; 7.889;  0.323; 0.033; 1.272; 0.000;   0.000; 1.047;DCEP_F       ;
4096979650282842112;276.18542;-16.79717; 16; 15; 15;   6.424290; 8.411; 9.076; 7.586;  0.702; 0.059; 1.307; 0.000;   0.000; 1.015;DCEP_F       ;
3291491450496573824;074.97904;+10.28845; 21; 19; 18;   6.441630;14.323;14.740;13.686; -0.050; 0.037; 1.234; 0.000;   0.000; 1.099;DCEP_F       ;
5254071873026676864;160.70349;-61.12298; 38; 35; 33;   6.453650;11.213;11.965;10.385;  0.133; 0.027; 1.326; 0.000;   0.000; 0.960;DCEP_F       ;N
5312196047720402048;143.34884;-52.75585; 39; 36; 40;   6.453800;11.061;12.069;10.077;  0.275; 0.026; 1.337; 0.000;   0.000; 0.928;DCEP_F       ;
5868480143187802240;199.74280;-62.38235; 43; 41; 39;   6.459750; 8.081; 8.710; 7.339;  0.557; 0.039; 1.248; 0.000;   0.000; 1.043;DCEP_F       ;
 174489098011145216;071.94298;+36.72278; 29; 24; 25;   6.464660; 7.048; 7.734; 6.274;  1.042; 0.064; 0.808; 0.000;   0.000; 1.198;DCEP_F       ;
4036904117302377472;268.47739;-37.43257; 15; 12; 13;   6.466500;11.880;12.511;11.191;  0.030; 0.056; 1.288; 0.000;   0.000; 0.976;---          ;
6209367471192405120;232.13684;-30.86390; 17; 16; 17;   6.477570;12.965;13.557;12.246;  2.265; 0.074; 1.259; 0.000;   0.000; 0.920;OTHER        ;
5855201856644115712;184.56456;-70.00475; 34; 30; 30;   6.489800;14.838;15.631;13.958;  0.456; 0.022; 1.315; 0.000;   0.000; 1.006;OTHER        ;
2896018382368707328;093.83005;-31.28933; 29; 26; 26;   6.502420;17.504;17.895;16.852;  0.144; 0.106; 1.286; 0.000;   0.000; 1.028;---          ;
5223728517494534528;135.32559;-68.37886; 30; 30; 29;   6.508990;16.554;17.221;15.782;  0.267; 0.045; 1.285; 0.000;   0.000; 1.037;OTHER        ;
5710151946223264512;130.28640;-16.08789; 34; 32; 32;   6.511970;13.399;13.812;12.631;  0.559; 0.019; 1.343; 0.000;   0.000; 1.177;OTHER        ;
5852813820526847872;212.55366;-64.66639; 36; 30; 32;   6.513320;16.755;17.548;15.720;  0.406; 0.071; 1.455; 0.095;   0.358; 1.006;OTHER        ;
3184429598120069120;069.15105;-10.60653; 69; 69; 65;   6.524940;15.488;16.123;14.709;  0.425; 0.038; 1.289; 0.000;   0.000; 1.052;OTHER        ;
1357162253393663616;249.30040;+42.47426; 30; 26; 26;   6.534820;16.423;17.023;15.672;  0.422; 0.055; 1.274; 0.236;   2.837; 1.136;OTHER        ;
5236671418650716416;172.31615;-66.96941; 31; 25; 27;   6.554860;16.881;17.716;15.967;  0.336; 0.066; 1.357; 0.190;   1.220; 1.059;OTHER        ;
 513282131279401728;023.91530;+65.33050; 41; 40; 40;   6.557130;12.487;13.650;11.416;  0.184; 0.029; 1.409; 0.000;   0.000; 1.078;DCEP_F       ;
3017789986635163520;088.94134;-08.38002; 17; 14; 14;   6.562260;14.684;15.630;13.619;  0.059; 0.036; 1.343; 0.094;   1.103; 1.046;---          ;
